season,sentiment,lemma,count
Зима,positive,локация,5
Зима,positive,условие,5
Зима,positive,отзыв,5
Зима,positive,подача,5
Зима,positive,плохой,5
Зима,positive,рука,5
Зима,positive,одноразовый,5
Зима,positive,пребывание,5
Зима,positive,порядок,5
Зима,positive,сторона,5
Зима,positive,шкаф,5
Зима,positive,баня,5
Зима,positive,снова,4
Зима,positive,организация,4
Зима,positive,часть,4
Зима,positive,молодой,4
Зима,positive,наличие,4
Зима,positive,автозаводский,4
Зима,positive,район,4
Зима,positive,момент,4
Зима,positive,порция,4
Зима,positive,чистенько,4
Зима,positive,сахар,4
Зима,positive,столик,4
Зима,positive,что-то,4
Зима,positive,бизнес,4
Зима,positive,путешествие,4
Зима,positive,неделя,4
Зима,positive,ежедневно,4
Зима,positive,двуспальный,4
Зима,positive,крайне,4
Зима,positive,прохладно,4
Зима,positive,ноябрь,4
Зима,positive,милый,4
Зима,positive,прямо,4
Зима,positive,настоящий,4
Зима,positive,батарея,4
Зима,positive,лето,4
Зима,positive,душевный,4
Зима,positive,холл,4
Зима,positive,вид,4
Зима,positive,остальной,4
Зима,positive,обстановка,4
Зима,positive,восторг,4
Зима,positive,женщина,4
Зима,positive,дверь,4
Зима,positive,одеяло,4
Зима,positive,недостаток,4
Зима,positive,кипяток,4
Зима,positive,неплохо,4
Зима,positive,бильярд,4
Зима,positive,дело,4
Зима,positive,заведение,4
Зима,positive,час,4
Зима,positive,местный,4
Зима,positive,пеший,4
Зима,positive,новогодний,4
Зима,positive,смена,4
Зима,positive,джакузи,4
Зима,positive,двор,4
Зима,positive,взгляд,4
Зима,positive,вещь,4
Зима,positive,вечер,4
Зима,positive,мыло,4
Зима,positive,практически,4
Зима,positive,добрый,4
Зима,positive,прилично,4
Зима,positive,вариант,4
Зима,positive,удовольствие,4
Зима,positive,wifi,4
Зима,positive,постель,4
Зима,positive,достаточный,4
Зима,positive,соревнование,4
Зима,positive,футбол,4
Зима,positive,авто,4
Зима,positive,турнир,4
Зима,positive,дорожка,4
Зима,positive,запах,4
Зима,positive,дискотека,4
Зима,positive,корпоратив,4
Зима,positive,история,3
Зима,positive,максимально,3
Зима,positive,спортзал,3
Зима,positive,официант,3
Зима,positive,обед,3
Зима,positive,особый,3
Зима,positive,точно,3
Зима,positive,деньга,3
Зима,positive,стандартный,3
Зима,positive,ценник,3
Зима,positive,ненавязчивый,3
Зима,positive,белоснежный,3
Зима,positive,никакой,3
Зима,positive,внимание,3
Зима,positive,ежедневный,3
Зима,positive,процветание,3
Зима,positive,твёрдый,3
Зима,positive,главное,3
Зима,positive,постоянный,3
Зима,positive,четвёрочка,3
Зима,positive,автобус,3
Зима,positive,обычный,3
Зима,positive,рабочий,3
Зима,positive,аккуратный,3
Зима,positive,оформление,3
Зима,positive,минимальный,3
Зима,positive,собственный,3
Зима,positive,жена,3
Зима,positive,зона,3
Зима,positive,местоположение,3
Зима,positive,музыка,3
Зима,positive,бутылка,3
Зима,positive,семейный,3
Зима,positive,пакетик,3
Зима,positive,чудесный,3
Зима,positive,штора,3
Зима,positive,отсутствие,3
Зима,positive,отлично,3
Зима,positive,опрятный,3
Зима,positive,ярмарка,3
Зима,positive,стрелка,3
Зима,positive,река,3
Зима,positive,скромный,3
Зима,positive,комфорт,3
Зима,positive,гостеприимство,3
Зима,positive,обогреватель,3
Зима,positive,тишина,3
Зима,positive,фото,3
Зима,positive,дополнительный,3
Зима,positive,карта,3
Зима,positive,заказ,3
Зима,positive,магнит,3
Зима,positive,русский,3
Зима,positive,поезд,3
Зима,positive,чемодан,3
Зима,positive,заезд,3
Зима,positive,подземный,3
Зима,positive,гостинница,3
Зима,positive,высота,3
Зима,positive,звукоизоляция,3
Зима,positive,минь,3
Зима,positive,континентальный,3
Зима,positive,слышимость,3
Зима,positive,соседний,3
Зима,positive,стадион,3
Зима,positive,добродушный,3
Зима,positive,елена,3
Зима,positive,москва,3
Зима,positive,ночлег,3
Зима,positive,тапка,3
Зима,positive,лично,3
Зима,positive,хостел,3
Зима,positive,въезд,3
Зима,positive,стена,3
Зима,positive,сосед,3
Зима,positive,отельчик,3
Зима,positive,полноценный,3
Зима,positive,молодец,3
Зима,positive,некоторый,3
Зима,positive,дворик,3
Зима,positive,полностью,3
Зима,positive,вайфай,3
Зима,positive,пешеходный,3
Зима,positive,покровский,3
Зима,positive,платный,3
Зима,positive,возможность,3
Зима,positive,бар,3
Зима,positive,муж,3
Зима,positive,чайный,3
Зима,positive,ресторанный,3
Зима,positive,коллега,3
Зима,positive,комплект,3
Зима,positive,площадка,3
Зима,positive,отдельно,3
Зима,positive,природа,3
Зима,positive,кошелёк,3
Зима,positive,микроволновый,3
Зима,positive,печь,3
Зима,positive,душевой,3
Зима,positive,размещение,3
Зима,positive,лагерь,3
Зима,positive,горка,3
Зима,positive,качественный,3
Зима,positive,вход,3
Зима,positive,решение,3
Зима,positive,повар,3
Зима,positive,довольно,3
Зима,positive,стакан,3
Зима,positive,бойлер,3
Зима,positive,точка,3
Зима,positive,клуб,3
Зима,positive,загородный,3
Зима,positive,благодарность,2
Зима,positive,подход,2
Зима,positive,верхний,2
Зима,positive,превосходный,2
Зима,positive,выше,2
Зима,positive,всяческий,2
Зима,positive,выпечка,2
Зима,positive,шампанский,2
Зима,positive,буквально,2
Зима,positive,гостеприимный,2
Зима,positive,формат,2
Зима,positive,ожидание,2
Зима,positive,роль,2
Зима,positive,шаг,2
Зима,positive,торговый,2
Зима,positive,рано,2
Зима,positive,свободный,2
Зима,positive,чистенький,2
Зима,positive,излишество,2
Зима,positive,станция,2
Зима,positive,банный,2
Зима,positive,вплоть,2
Зима,positive,регулировка,2
Зима,positive,встреча,2
Зима,positive,травяной,2
Зима,positive,дешёвый,2
Зима,positive,стул,2
Зима,positive,недорогой,2
Зима,positive,стоянка,2
Зима,positive,деталь,2
Зима,positive,парковочный,2
Зима,positive,достойно,2
Зима,positive,слово,2
Зима,positive,администрация,2
Зима,positive,нормально,2
Зима,positive,эконом,2
Зима,positive,класс,2
Зима,positive,старый,2
Зима,positive,яндекс,2
Зима,positive,модульный,2
Зима,positive,отсек,2
Зима,positive,закрытый,2
Зима,positive,аппарат,2
Зима,positive,зарядка,2
Зима,positive,мыльный,2
Зима,positive,сожаление,2
Зима,positive,двухместный,2
Зима,positive,помещение,2
Зима,positive,живой,2
Зима,positive,сын,2
Зима,positive,десерт,2
Зима,positive,полотенцесушитель,2
Зима,positive,крючков,2
Зима,positive,спокойно,2
Зима,positive,стильный,2
Зима,positive,рынок,2
Зима,positive,диван,2
Зима,positive,звонок,2
Зима,positive,крутой,2
Зима,positive,советский,2
Зима,positive,близкий,2
Зима,positive,сложно,2
Зима,positive,норма,2
Зима,positive,фотография,2
Зима,positive,описание,2
Зима,positive,центральный,2
Зима,positive,эмоция,2
Зима,positive,освещение,2
Зима,positive,навстречу,2
Зима,positive,сравнение,2
Зима,positive,пыль,2
Зима,positive,демократичный,2
Зима,positive,отрицательный,2
Зима,positive,бронирование,2
Зима,positive,запрос,2
Зима,positive,средство,2
Зима,positive,пользователь,2
Зима,positive,балл,2
Зима,positive,ощущение,2
Зима,positive,официантка,2
Зима,positive,состояние,2
Зима,positive,атмосферный,2
Зима,positive,тост,2
Зима,positive,арбат,2
Зима,positive,явно,2
Зима,positive,шумоизоляция,2
Зима,positive,паркинг,2
Зима,positive,вдвоём,2
Зима,positive,лишний,2
Зима,positive,мини-отель,2
Зима,positive,цоколь,2
Зима,positive,пока,2
Зима,positive,подруга,2
Зима,positive,опрятно,2
Зима,positive,прогулочный,2
Зима,positive,многий,2
Зима,positive,электрочайник,2
Зима,positive,ванна,2
Зима,positive,интересно,2
Зима,positive,ветчина,2
Зима,positive,пружина,2
Зима,positive,знакомый,2
Зима,positive,парный,2
Зима,positive,водичка,2
Зима,positive,дерево,2
Зима,positive,настолько,2
Зима,positive,клиент,2
Зима,positive,заботливый,2
Зима,positive,трехместный,2
Зима,positive,главный,2
Зима,positive,мусор,2
Зима,positive,казань,2
Зима,positive,руководство,2
Зима,positive,светлый,2
Зима,positive,рубль,2
Зима,positive,тонкий,2
Зима,positive,печально,2
Зима,positive,работник,2
Зима,positive,удалённость,2
Зима,positive,последний,2
Зима,positive,аквапарк,2
Зима,positive,доска,2
Зима,positive,размер,2
Зима,positive,основной,2
Зима,positive,никак,2
Зима,positive,посещение,2
Зима,positive,удобство,2
Зима,positive,роскошный,2
Зима,positive,бронь,2
Зима,positive,московский,2
Зима,positive,желание,2
Зима,positive,незабываемый,2
Зима,positive,название,2
Зима,positive,исторический,2
Зима,positive,зимний,2
Зима,positive,панель,2
Зима,positive,капсула,2
Зима,positive,апарт-отель,2
Зима,positive,электрический,2
Зима,positive,плита,2
Зима,positive,любимый,2
Зима,positive,особенный,2
Зима,positive,сносный,2
Зима,positive,хамам,2
Зима,positive,сказка,2
Зима,positive,скидка,2
Зима,positive,готовый,2
Зима,positive,фирма,2
Зима,positive,июнь,2
Зима,positive,критично,2
Зима,positive,утюг,2
Зима,positive,скорость,2
Зима,positive,музыкальный,2
Зима,positive,изыск,2
Зима,positive,стиралка,2
Зима,positive,фен,2
Зима,positive,промзона,2
Зима,positive,куча,2
Зима,positive,лифт,2
Зима,positive,минибар,2
Зима,positive,пища,2
Зима,positive,домашний,2
Зима,positive,сбор,2
Зима,positive,бадминтон,2
Зима,positive,игра,2
Зима,positive,сосновый,2
Зима,positive,покрытие,2
Зима,positive,команда,2
Зима,positive,мини-футбол,2
Зима,positive,мелочь,2
Зима,positive,детский,2
Зима,positive,развлекательный,2
Зима,positive,оценка,2
Зима,positive,неприятный,2
Зима,positive,канализация,2
Зима,positive,узел,2
Зима,positive,стильно,2
Зима,positive,блинчик,2
Зима,positive,релакс,2
Зима,positive,трасса,2
Зима,positive,свадьба,2
Зима,positive,банкетный,2
Зима,positive,ключ,2
Зима,positive,профессиональный,2
Зима,positive,сочетание,2
Зима,positive,по-домашнему,2
Зима,positive,юбилей,2
Зима,positive,кстово,2
Зима,positive,впринцип,2
Зима,positive,жильё,2
Зима,positive,тарелка,2
Зима,positive,занавеска,2
Зима,positive,уборная,2
Зима,positive,кроватка,2
Зима,positive,внизу,2
Зима,positive,автобусный,2
Зима,positive,жаркий,2
Зима,positive,минимум,2
Зима,positive,октябрьский,2
Зима,positive,совдеп,2
Зима,positive,программа,2
Зима,positive,удачный,2
Зима,positive,шашлык,2
Зима,positive,негатив,2
Зима,positive,автомобиль,2
Зима,positive,шумно,2
Зима,positive,волга,2
Зима,positive,предупредительный,2
Зима,positive,командировочный,2
Зима,positive,учёт,2
Зима,positive,праздничный,2
Зима,positive,олимпий,2
Зима,positive,снег,2
Зима,positive,лыжа,2
Зима,positive,менеджер,1
Зима,positive,конференц-зал,1
Зима,positive,сергей,1
Зима,positive,индивидуальный,1
Зима,positive,терпение,1
Зима,positive,внимательность,1
Зима,positive,оперативность,1
Зима,positive,похвала,1
Зима,positive,пожелание,1
Зима,positive,короткий,1
Зима,positive,срок,1
Зима,positive,косметический,1
Зима,positive,бульон,1
Зима,positive,овощ,1
Зима,positive,запеканка,1
Зима,positive,омлет,1
Зима,positive,салат,1
Зима,positive,стойка,1
Зима,positive,рецепция,1
Зима,positive,алин,1
Зима,positive,нарек,1
Зима,positive,мгновенный,1
Зима,positive,шампанское,1
Зима,positive,превосходно,1
Зима,positive,юлия,1
Зима,positive,убитый,1
Зима,positive,возраст,1
Зима,positive,прочий,1
Зима,positive,важный,1
Зима,positive,продуктовый,1
Зима,positive,спар,1
Зима,positive,культурно-массовый,1
Зима,positive,сектор,1
Зима,positive,удивлина,1
Зима,positive,приезд,1
Зима,positive,бал,1
Зима,positive,малое,1
Зима,positive,кинотеатр,1
Зима,positive,совет,1
Зима,positive,биде,1
Зима,positive,отличие,1
Зима,positive,температура,1
Зима,positive,мэринс,1
Зима,positive,атлантика,1
Зима,positive,вилка,1
Зима,positive,прикроватный,1
Зима,positive,навесный,1
Зима,positive,кухонный,1
Зима,positive,больница,1
Зима,positive,международный,1
Зима,positive,доберман,1
Зима,positive,сбалансированный,1
Зима,positive,профессионализм,1
Зима,positive,благополучие,1
Зима,positive,уверенность,1
Зима,positive,завтрашний,1
Зима,positive,посетитель,1
Зима,positive,поддержание,1
Зима,positive,регулярно,1
Зима,positive,напутствие,1
Зима,positive,мария,1
Зима,positive,тёмный,1
Зима,positive,первом-сауна,1
Зима,positive,деловой,1
Зима,positive,турпоездка,1
Зима,positive,намного,1
Зима,positive,вылет,1
Зима,positive,дорогой,1
Зима,positive,логично,1
Зима,positive,поблема,1
Зима,positive,крем,1
Зима,positive,мисочка,1
Зима,positive,king,1
Зима,positive,size,1
Зима,positive,мансарда,1
Зима,positive,железнодорожный,1
Зима,positive,рецепшн,1
Зима,positive,внешний,1
Зима,positive,кофейный,1
Зима,positive,электромобиль,1
Зима,positive,ковролин,1
Зима,positive,тип,1
Зима,positive,гладильный,1
Зима,positive,вместе,1
Зима,positive,односпальный,1
Зима,positive,наоборот,1
Зима,positive,явление,1
Зима,positive,мансардный,1
Зима,positive,рекомендация,1
Зима,positive,определённый,1
Зима,positive,летие,1
Зима,positive,игристый,1
Зима,positive,поздравление,1
Зима,positive,старинный,1
Зима,positive,сооружение,1
Зима,positive,весьма,1
Зима,positive,спальная,1
Зима,positive,кресло,1
Зима,positive,умеренный,1
Зима,positive,луиза,1
Зима,positive,магомет,1
Зима,positive,кавказский,1
Зима,positive,отзывчивость,1
Зима,positive,залом,1
Зима,positive,расположение-рядом,1
Зима,positive,радушно,1
Зима,positive,радушный,1
Зима,positive,блэкаут,1
Зима,positive,общение,1
Зима,positive,обычно,1
Зима,positive,долгий,1
Зима,positive,по-человечески,1
Зима,positive,дизайн,1
Зима,positive,пересадка,1
Зима,positive,полёт,1
Зима,positive,эргономически,1
Зима,positive,блэкоут,1
Зима,positive,луиза-хозяйка-чудесный,1
Зима,positive,число,1
Зима,positive,великолепно,1
Зима,positive,персанал,1
Зима,positive,забытый,1
Зима,positive,кофта,1
Зима,positive,блестящий,1
Зима,positive,сетевой,1
Зима,positive,далёкий,1
Зима,positive,впервые,1
Зима,positive,азимут,1
Зима,positive,сибирь,1
Зима,positive,канавинский,1
Зима,positive,мост,1
Зима,positive,питер,1
Зима,positive,предновогодний,1
Зима,positive,сеть,1
Зима,positive,убранство,1
Зима,positive,постройка,1
Зима,positive,огонёк,1
Зима,positive,спуск,1
Зима,positive,рождественский,1
Зима,positive,вверх,1
Зима,positive,байка,1
Зима,positive,современно,1
Зима,positive,безупречный,1
Зима,positive,какой-либо,1
Зима,positive,красота,1
Зима,positive,прямой,1
Зима,positive,совершенно,1
Зима,positive,выезд,1
Зима,positive,новогород,1
Зима,positive,комплектность,1
Зима,positive,пульт,1
Зима,positive,итог,1
Зима,positive,респект,1
Зима,positive,случайно,1
Зима,positive,труднодоступный,1
Зима,positive,евро,1
Зима,positive,просвет,1
Зима,positive,снизу,1
Зима,positive,отыва,1
Зима,positive,сначала,1
Зима,positive,чистый-новый,1
Зима,positive,всякий,1
Зима,positive,душ,1
Зима,positive,оплата,1
Зима,positive,перевод,1
Зима,positive,наличные,1
Зима,positive,неискушённый,1
Зима,positive,достоинство,1
Зима,positive,народ,1
Зима,positive,узкий,1
Зима,positive,сантиметр,1
Зима,positive,ширина,1
Зима,positive,хамама,1
Зима,positive,борщ,1
Зима,positive,солянка,1
Зима,positive,огонь,1
Зима,positive,обаятельный,1
Зима,positive,хлам,1
Зима,positive,тёща,1
Зима,positive,машинка,1
Зима,positive,палка,1
Зима,positive,помощница,1
Зима,positive,рейтинг,1
Зима,positive,кафэ,1
Зима,positive,разнообразие,1
Зима,positive,округ,1
Зима,positive,скрэмбла,1
Зима,positive,брокколи,1
Зима,positive,хлопья,1
Зима,positive,творог,1
Зима,positive,сок,1
Зима,positive,банальный,1
Зима,positive,божественный,1
Зима,positive,официальный,1
Зима,positive,любейзный,1
Зима,positive,вовремя,1
Зима,positive,несомненный,1
Зима,positive,преимущество,1
Зима,positive,оливье,1
Зима,positive,привозный,1
Зима,positive,доступ,1
Зима,positive,требовательный,1
Зима,positive,покровка,1
Зима,positive,образцово-показательный,1
Зима,positive,планировка,1
Зима,positive,чай-кофе,1
Зима,positive,ограничение,1
Зима,positive,грамотно,1
Зима,positive,вешалка,1
Зима,positive,розетка,1
Зима,positive,самостоятельный,1
Зима,positive,путешественник,1
Зима,positive,формальность,1
Зима,positive,строгость,1
Зима,positive,ярый,1
Зима,positive,приверженец,1
Зима,positive,басейном,1
Зима,positive,яблоко,1
Зима,positive,гостиничный,1
Зима,positive,по-своему,1
Зима,positive,протяжение,1
Зима,positive,культурно,1
Зима,positive,конфета,1
Зима,positive,вообщий,1
Зима,positive,паром,1
Зима,positive,дёшево,1
Зима,positive,взрослый,1
Зима,positive,солидный,1
Зима,positive,дубай,1
Зима,positive,мальдивы,1
Зима,positive,соотножение,1
Зима,positive,группа,1
Зима,positive,дубка,1
Зима,positive,безумно,1
Зима,positive,будущее,1
Зима,positive,прибор,1
Зима,positive,ложка,1
Зима,positive,конференц,1
Зима,positive,куллера,1
Зима,positive,скок,1
Зима,positive,свпермаркет,1
Зима,positive,фастфуд,1
Зима,positive,потолок,1
Зима,positive,тяжело,1
Зима,positive,матрац,1
Зима,positive,недоброжелательный,1
Зима,positive,оооочень,1
Зима,positive,подоконник,1
Зима,positive,плотный,1
Зима,positive,масляный,1
Зима,positive,бумага,1
Зима,positive,спасение,1
Зима,positive,искусственный,1
Зима,positive,пылинка,1
Зима,positive,трагично,1
Зима,positive,вместительный,1
Зима,positive,обходительный,1
Зима,positive,жаркое,1
Зима,positive,недопечёный,1
Зима,positive,картошка,1
Зима,positive,утренний,1
Зима,positive,документ,1
Зима,positive,знающий,1
Зима,positive,грязь,1
Зима,positive,носка,1
Зима,positive,пакет,1
Зима,positive,второе,1
Зима,positive,симпатично,1
Зима,positive,паста,1
Зима,positive,контракт,1
Зима,positive,бомба,1
Зима,positive,английский,1
Зима,positive,армян,1
Зима,positive,привет,1
Зима,positive,шумный,1
Зима,positive,чётко,1
Зима,positive,поминальный,1
Зима,positive,реальный,1
Зима,positive,пола,1
Зима,positive,подогрев,1
Зима,positive,пятый,1
Зима,positive,шестой,1
Зима,positive,ранее,1
Зима,positive,троечка,1
Зима,positive,апдейт,1
Зима,positive,хроша,1
Зима,positive,раскладушка,1
Зима,positive,матрасик,1
Зима,positive,голый,1
Зима,positive,невозможно,1
Зима,positive,конфортный,1
Зима,positive,горячее,1
Зима,positive,ледовый,1
Зима,positive,дворец,1
Зима,positive,швейцария,1
Зима,positive,премиум,1
Зима,positive,привычка,1
Зима,positive,мартон,1
Зима,positive,ваш,1
Зима,positive,сравнительно,1
Зима,positive,установка,1
Зима,positive,обстоятельство,1
Зима,positive,первоначальный,1
Зима,positive,посередине,1
Зима,positive,недавно,1
Зима,positive,ребята,1
Зима,positive,уединённость,1
Зима,positive,тщательно,1
Зима,positive,волжский,1
Зима,positive,откуда,1
Зима,positive,низкий,1
Зима,positive,любитель,1
Зима,positive,ручной,1
Зима,positive,тренажёр,1
Зима,positive,вкусняшка,1
Зима,positive,каникулы,1
Зима,positive,комплимент,1
Зима,positive,заведения-зелёный,1
Зима,positive,горький,1
Зима,positive,выход,1
Зима,positive,вечерний,1
Зима,positive,чудный,1
Зима,positive,варочный,1
Зима,positive,кофемашин,1
Зима,positive,запас,1
Зима,positive,ценообразование,1
Зима,positive,атриум,1
Зима,positive,подножие,1
Зима,positive,мотель,1
Зима,positive,подъезд,1
Зима,positive,счёт,1
Зима,positive,личный,1
Зима,positive,сайт,1
Зима,positive,реальность,1
Зима,positive,холя,1
Зима,positive,градус,1
Зима,positive,примерно,1
Зима,positive,подарок,1
Зима,positive,тон,1
Зима,positive,квартира,1
Зима,positive,тяжёлый,1
Зима,positive,длинный,1
Зима,positive,еда,1
Зима,positive,мини-бар,1
Зима,positive,мини-формат,1
Зима,positive,полноразмерный,1
Зима,positive,версия,1
Зима,positive,электро-мобиль,1
Зима,positive,расторопный,1
Зима,positive,сыр,1
Зима,positive,понравилоь,1
Зима,positive,ночью,1
Зима,positive,открытый,1
Зима,positive,возвращение,1
Зима,positive,толко,1
Зима,positive,опрелеленный,1
Зима,positive,усталость,1
Зима,positive,терпимо,1
Зима,positive,внутренний,1
Зима,positive,устойчивый,1
Зима,positive,мультимедиа,1
Зима,positive,фон,1
Зима,positive,хемптон,1
Зима,positive,хилтон,1
Зима,positive,звёздность,1
Зима,positive,грамотный,1
Зима,positive,внчал,1
Зима,positive,гигиенический,1
Зима,positive,жидкость,1
Зима,positive,изменение,1
Зима,positive,чистка,1
Зима,positive,зуб,1
Зима,positive,бритьё,1
Зима,positive,назад,1
Зима,positive,канатный,1
Зима,positive,смотровой,1
Зима,positive,фантастический,1
Зима,positive,сердце,1
Зима,positive,тесно,1
Зима,positive,проход,1
Зима,positive,питейный,1
Зима,positive,гладилка,1
Зима,positive,рубашка,1
Зима,positive,рождестренский,1
Зима,positive,неудобно,1
Зима,positive,строго,1
Зима,positive,зима,1
Зима,positive,птомец,1
Зима,positive,пренадлежность,1
Зима,positive,этаж-кафе,1
Зима,positive,открытие,1
Зима,positive,идеально,1
Зима,positive,новенький,1
Зима,positive,карточка-ключ,1
Зима,positive,где-то,1
Зима,positive,бледный,1
Зима,positive,водонагреватель,1
Зима,positive,холодильниква,1
Зима,positive,перебой,1
Зима,positive,золотой,1
Зима,positive,ручка,1
Зима,positive,постоялец,1
Зима,positive,канал,1
Зима,positive,кабина,1
Зима,positive,середина,1
Зима,positive,идеальеий,1
Зима,positive,трудно,1
Зима,positive,развлечение,1
Зима,positive,глинтвейн,1
Зима,positive,какой-то,1
Зима,positive,молочный,1
Зима,positive,сосиска,1
Зима,positive,ошарский,1
Зима,positive,уважительный,1
Зима,positive,жарко,1
Зима,positive,течение,1
Зима,positive,владелец,1
Зима,positive,невероятный,1
Зима,positive,модно,1
Зима,positive,сторож,1
Зима,positive,ностальж,1
Зима,positive,пионерский,1
Зима,positive,исключение,1
Зима,positive,спорт,1
Зима,positive,минифутбол,1
Зима,positive,болельщик,1
Зима,positive,фок,1
Зима,positive,сосна,1
Зима,positive,ёлка,1
Зима,positive,детокс,1
Зима,positive,связь,1
Зима,positive,оперативно,1
Зима,positive,средне,1
Зима,positive,ламинат,1
Зима,positive,доступный,1
Зима,positive,лакшерь,1
Зима,positive,повенит,1
Зима,positive,право,1
Зима,positive,игровой,1
Зима,positive,поле,1
Зима,positive,раздевалка,1
Зима,positive,разминка,1
Зима,positive,тренировка,1
Зима,positive,отопление,1
Зима,positive,спорткомплекс,1
Зима,positive,летний,1
Зима,positive,период,1
Зима,positive,замена,1
Зима,positive,офигеноооий,1
Зима,positive,частность,1
Зима,positive,здоровый,1
Зима,positive,хвойный,1
Зима,positive,мероприятие,1
Зима,positive,проводы,1
Зима,positive,масленица,1
Зима,positive,послевкусие,1
Зима,positive,лесной,1
Зима,positive,проведение,1
Зима,positive,длительный,1
Зима,positive,ухоженно,1
Зима,positive,белый,1
Зима,positive,сигнал,1
Зима,positive,основный,1
Зима,positive,салфетка,1
Зима,positive,обувь,1
Зима,positive,мешочек,1
Зима,positive,просторно,1
Зима,positive,первонал,1
Зима,positive,сырость,1
Зима,positive,единый,1
Зима,positive,факт,1
Зима,positive,стык,1
Зима,positive,спешный,1
Зима,positive,отпуск,1
Зима,positive,кашка,1
Зима,positive,однообразие,1
Зима,positive,основное,1
Зима,positive,клининга,1
Зима,positive,приготовление,1
Зима,positive,уникальный,1
Зима,positive,лошадь,1
Зима,positive,поняшка,1
Зима,positive,приблизительно,1
Зима,positive,километр,1
Зима,positive,объездной,1
Зима,positive,камера,1
Зима,positive,ресепшн,1
Зима,positive,чуткий,1
Зима,positive,спасиьо,1
Зима,positive,помощь,1
Зима,positive,проектор,1
Зима,positive,видео,1
Зима,positive,кованый,1
Зима,positive,светильник,1
Зима,positive,скудный,1
Зима,positive,продукт,1
Зима,positive,оптимальный,1
Зима,positive,дизайнерский,1
Зима,positive,понравилось-атмосфера,1
Зима,positive,отъестие,1
Зима,positive,досыта,1
Зима,positive,четвёрка,1
Зима,positive,качественно,1
Зима,positive,пятница,1
Зима,positive,суббота,1
Зима,positive,воскресение,1
Зима,positive,предупреждение,1
Зима,positive,классно,1
Зима,positive,сушка,1
Зима,positive,апарта,1
Зима,positive,гостепреимство,1
Зима,positive,хозяйка,1
Зима,positive,стандартно,1
Зима,positive,кабинка,1
Зима,positive,туалетный,1
Зима,positive,растворимый,1
Зима,positive,свет,1
Зима,positive,тускло,1
Зима,positive,настольный,1
Зима,positive,лампа,1
Зима,positive,дальнейший,1
Зима,positive,дизайнер,1
Зима,positive,цвет,1
Зима,positive,фантик,1
Зима,positive,удивление,1
Зима,positive,кетринговый,1
Зима,positive,поклонник,1
Зима,positive,острый,1
Зима,positive,странный,1
Зима,positive,шторка,1
Зима,positive,тряпка,1
Зима,positive,пол,1
Зима,positive,йогурт,1
Зима,positive,овсяный,1
Зима,positive,яичница,1
Зима,positive,сливочный,1
Зима,positive,масло,1
Зима,positive,прошлое,1
Зима,positive,балкон,1
Зима,positive,бюджетный,1
Зима,positive,негативный,1
Зима,positive,родственник,1
Зима,positive,необычно,1
Зима,positive,давно,1
Зима,positive,прохладный,1
Зима,positive,хлорка,1
Зима,positive,эстетический,1
Зима,positive,контактный,1
Зима,positive,гигиена,1
Зима,positive,гостишок,1
Зима,positive,среднее,1
Зима,positive,пошарпанай,1
Зима,positive,частота,1
Зима,positive,претензия,1
Зима,positive,бесконтактный,1
Зима,positive,коврик,1
Зима,positive,прихожая,1
Зима,positive,шестилетний,1
Зима,positive,сытно,1
Зима,positive,оживлённый,1
Зима,positive,противоположный,1
Зима,positive,питомец,1
Зима,positive,фойе,1
Зима,positive,косметика,1
Зима,positive,комментарий,1
Зима,positive,несильно,1
Зима,positive,месяц,1
Зима,positive,дачный,1
Зима,positive,массив,1
Зима,positive,идтие,1
Зима,positive,принятие,1
Зима,positive,посторонний,1
Зима,positive,светло,1
Зима,positive,нее-далеко,1
Зима,positive,фудкорт,1
Зима,positive,евроспар,1
Зима,positive,исправно,1
Зима,positive,рисовый,1
Зима,positive,служебный,1
Зима,positive,прекрастный,1
Зима,positive,декабьр,1
Зима,positive,экскурсионный,1
Зима,positive,просьба,1
Зима,positive,плательный,1
Зима,positive,плечики,1
Зима,positive,полка,1
Зима,positive,зеркало,1
Зима,positive,рост,1
Зима,positive,полчаса,1
Зима,positive,алмаз,1
Зима,positive,служба,1
Зима,positive,королевский,1
Зима,positive,нигде,1
Зима,positive,жир,1
Зима,positive,топлёный,1
Зима,positive,ситуация,1
Зима,positive,гранат,1
Зима,positive,некий,1
Зима,positive,бонус,1
Зима,positive,услужливый,1
Зима,positive,усмотрение,1
Зима,positive,стиль,1
Зима,positive,отсылом,1
Зима,positive,срочно,1
Зима,positive,очаг,1
Зима,positive,химнабор,1
Зима,positive,шлёпанец,1
Зима,positive,тесный,1
Зима,positive,графин,1
Зима,positive,завтрак-неплохой,1
Зима,positive,кузня,1
Зима,positive,положение,1
Зима,positive,нюанс,1
Зима,positive,невероятно,1
Зима,positive,недавний,1
Зима,positive,опыт,1
Зима,positive,спешка,1
Зима,positive,счастие,1
Зима,positive,искренне,1
Зима,positive,годовалый,1
Зима,positive,малыш,1
Зима,positive,усадьба,1
Зима,positive,романтический,1
Зима,positive,бойфренд,1
Зима,positive,будни,1
Зима,positive,напрочь,1
Зима,positive,берег,1
Зима,positive,случай,1
Зима,positive,однозначный,1
Зима,positive,октябрь,1
Зима,positive,заранее,1
Зима,positive,сэндвич,1
Зима,positive,видимо,1
Зима,positive,ограниченный,1
Зима,positive,передвижение,1
Зима,positive,легко,1
